Constraint group: Constraint_timberflow_enforcing_road
Total in this group: 150
Expected: 150

Constraints:
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node13_1', 'variables': ['flow_timber_node1node13_t1', 'flow_timber_node13node1_t1', 'C_node1node13_timber_t1', 'M_node1node13_timber_t1', 'C_node1node13_wide_t1', 'M_node1node13_wide_t1', 'U_node1node13_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node17_1', 'variables': ['flow_timber_node3node17_t1', 'flow_timber_node17node3_t1', 'C_node3node17_timber_t1', 'M_node3node17_timber_t1', 'C_node3node17_wide_t1', 'M_node3node17_wide_t1', 'U_node3node17_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node18_1', 'variables': ['flow_timber_node3node18_t1', 'flow_timber_node18node3_t1', 'C_node3node18_timber_t1', 'M_node3node18_timber_t1', 'C_node3node18_wide_t1', 'M_node3node18_wide_t1', 'U_node3node18_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node8_1', 'variables': ['flow_timber_node4node8_t1', 'flow_timber_node8node4_t1', 'C_node4node8_timber_t1', 'M_node4node8_timber_t1', 'C_node4node8_wide_t1', 'M_node4node8_wide_t1', 'U_node4node8_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node16_1', 'variables': ['flow_timber_node4node16_t1', 'flow_timber_node16node4_t1', 'C_node4node16_timber_t1', 'M_node4node16_timber_t1', 'C_node4node16_wide_t1', 'M_node4node16_wide_t1', 'U_node4node16_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node6_1', 'variables': ['flow_timber_node5node6_t1', 'flow_timber_node6node5_t1', 'C_node5node6_timber_t1', 'M_node5node6_timber_t1', 'C_node5node6_wide_t1', 'M_node5node6_wide_t1', 'U_node5node6_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node9_1', 'variables': ['flow_timber_node5node9_t1', 'flow_timber_node9node5_t1', 'C_node5node9_timber_t1', 'M_node5node9_timber_t1', 'C_node5node9_wide_t1', 'M_node5node9_wide_t1', 'U_node5node9_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node17_1', 'variables': ['flow_timber_node5node17_t1', 'flow_timber_node17node5_t1', 'C_node5node17_timber_t1', 'M_node5node17_timber_t1', 'C_node5node17_wide_t1', 'M_node5node17_wide_t1', 'U_node5node17_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node18_1', 'variables': ['flow_timber_node5node18_t1', 'flow_timber_node18node5_t1', 'C_node5node18_timber_t1', 'M_node5node18_timber_t1', 'C_node5node18_wide_t1', 'M_node5node18_wide_t1', 'U_node5node18_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node6node17_1', 'variables': ['flow_timber_node6node17_t1', 'flow_timber_node17node6_t1', 'C_node6node17_timber_t1', 'M_node6node17_timber_t1', 'C_node6node17_wide_t1', 'M_node6node17_wide_t1', 'U_node6node17_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node6node18_1', 'variables': ['flow_timber_node6node18_t1', 'flow_timber_node18node6_t1', 'C_node6node18_timber_t1', 'M_node6node18_timber_t1', 'C_node6node18_wide_t1', 'M_node6node18_wide_t1', 'U_node6node18_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node7node15_1', 'variables': ['flow_timber_node7node15_t1', 'flow_timber_node15node7_t1', 'C_node7node15_timber_t1', 'M_node7node15_timber_t1', 'C_node7node15_wide_t1', 'M_node7node15_wide_t1', 'U_node7node15_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node7node10_1', 'variables': ['flow_timber_node7node10_t1', 'flow_timber_node10node7_t1', 'C_node7node10_timber_t1', 'M_node7node10_timber_t1', 'C_node7node10_wide_t1', 'M_node7node10_wide_t1', 'U_node7node10_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node8node11_1', 'variables': ['flow_timber_node8node11_t1', 'flow_timber_node11node8_t1', 'C_node8node11_timber_t1', 'M_node8node11_timber_t1', 'C_node8node11_wide_t1', 'M_node8node11_wide_t1', 'U_node8node11_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node8node16_1', 'variables': ['flow_timber_node8node16_t1', 'flow_timber_node16node8_t1', 'C_node8node16_timber_t1', 'M_node8node16_timber_t1', 'C_node8node16_wide_t1', 'M_node8node16_wide_t1', 'U_node8node16_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node12_1', 'variables': ['flow_timber_node9node12_t1', 'flow_timber_node12node9_t1', 'C_node9node12_timber_t1', 'M_node9node12_timber_t1', 'C_node9node12_wide_t1', 'M_node9node12_wide_t1', 'U_node9node12_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node14_1', 'variables': ['flow_timber_node9node14_t1', 'flow_timber_node14node9_t1', 'C_node9node14_timber_t1', 'M_node9node14_timber_t1', 'C_node9node14_wide_t1', 'M_node9node14_wide_t1', 'U_node9node14_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node17_1', 'variables': ['flow_timber_node9node17_t1', 'flow_timber_node17node9_t1', 'C_node9node17_timber_t1', 'M_node9node17_timber_t1', 'C_node9node17_wide_t1', 'M_node9node17_wide_t1', 'U_node9node17_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node10node11_1', 'variables': ['flow_timber_node10node11_t1', 'flow_timber_node11node10_t1', 'C_node10node11_timber_t1', 'M_node10node11_timber_t1', 'C_node10node11_wide_t1', 'M_node10node11_wide_t1', 'U_node10node11_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node12node13_1', 'variables': ['flow_timber_node12node13_t1', 'flow_timber_node13node12_t1', 'C_node12node13_timber_t1', 'M_node12node13_timber_t1', 'C_node12node13_wide_t1', 'M_node12node13_wide_t1', 'U_node12node13_t1'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node13_2', 'variables': ['flow_timber_node1node13_t2', 'flow_timber_node13node1_t2', 'C_node1node13_timber_t2', 'M_node1node13_timber_t2', 'C_node1node13_wide_t2', 'M_node1node13_wide_t2', 'U_node1node13_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node15_2', 'variables': ['flow_timber_node1node15_t2', 'flow_timber_node15node1_t2', 'C_node1node15_timber_t2', 'M_node1node15_timber_t2', 'C_node1node15_wide_t2', 'M_node1node15_wide_t2', 'U_node1node15_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node14_2', 'variables': ['flow_timber_node1node14_t2', 'flow_timber_node14node1_t2', 'C_node1node14_timber_t2', 'M_node1node14_timber_t2', 'C_node1node14_wide_t2', 'M_node1node14_wide_t2', 'U_node1node14_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node5_2', 'variables': ['flow_timber_node2node5_t2', 'flow_timber_node5node2_t2', 'C_node2node5_timber_t2', 'M_node2node5_timber_t2', 'C_node2node5_wide_t2', 'M_node2node5_wide_t2', 'U_node2node5_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node4_2', 'variables': ['flow_timber_node2node4_t2', 'flow_timber_node4node2_t2', 'C_node2node4_timber_t2', 'M_node2node4_timber_t2', 'C_node2node4_wide_t2', 'M_node2node4_wide_t2', 'U_node2node4_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node8_2', 'variables': ['flow_timber_node2node8_t2', 'flow_timber_node8node2_t2', 'C_node2node8_timber_t2', 'M_node2node8_timber_t2', 'C_node2node8_wide_t2', 'M_node2node8_wide_t2', 'U_node2node8_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node16_2', 'variables': ['flow_timber_node2node16_t2', 'flow_timber_node16node2_t2', 'C_node2node16_timber_t2', 'M_node2node16_timber_t2', 'C_node2node16_wide_t2', 'M_node2node16_wide_t2', 'U_node2node16_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node7_2', 'variables': ['flow_timber_node3node7_t2', 'flow_timber_node7node3_t2', 'C_node3node7_timber_t2', 'M_node3node7_timber_t2', 'C_node3node7_wide_t2', 'M_node3node7_wide_t2', 'U_node3node7_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node5_2', 'variables': ['flow_timber_node3node5_t2', 'flow_timber_node5node3_t2', 'C_node3node5_timber_t2', 'M_node3node5_timber_t2', 'C_node3node5_wide_t2', 'M_node3node5_wide_t2', 'U_node3node5_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node6_2', 'variables': ['flow_timber_node3node6_t2', 'flow_timber_node6node3_t2', 'C_node3node6_timber_t2', 'M_node3node6_timber_t2', 'C_node3node6_wide_t2', 'M_node3node6_wide_t2', 'U_node3node6_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node9_2', 'variables': ['flow_timber_node3node9_t2', 'flow_timber_node9node3_t2', 'C_node3node9_timber_t2', 'M_node3node9_timber_t2', 'C_node3node9_wide_t2', 'M_node3node9_wide_t2', 'U_node3node9_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node17_2', 'variables': ['flow_timber_node3node17_t2', 'flow_timber_node17node3_t2', 'C_node3node17_timber_t2', 'M_node3node17_timber_t2', 'C_node3node17_wide_t2', 'M_node3node17_wide_t2', 'U_node3node17_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node18_2', 'variables': ['flow_timber_node3node18_t2', 'flow_timber_node18node3_t2', 'C_node3node18_timber_t2', 'M_node3node18_timber_t2', 'C_node3node18_wide_t2', 'M_node3node18_wide_t2', 'U_node3node18_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node8_2', 'variables': ['flow_timber_node4node8_t2', 'flow_timber_node8node4_t2', 'C_node4node8_timber_t2', 'M_node4node8_timber_t2', 'C_node4node8_wide_t2', 'M_node4node8_wide_t2', 'U_node4node8_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node16_2', 'variables': ['flow_timber_node4node16_t2', 'flow_timber_node16node4_t2', 'C_node4node16_timber_t2', 'M_node4node16_timber_t2', 'C_node4node16_wide_t2', 'M_node4node16_wide_t2', 'U_node4node16_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node6_2', 'variables': ['flow_timber_node5node6_t2', 'flow_timber_node6node5_t2', 'C_node5node6_timber_t2', 'M_node5node6_timber_t2', 'C_node5node6_wide_t2', 'M_node5node6_wide_t2', 'U_node5node6_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node9_2', 'variables': ['flow_timber_node5node9_t2', 'flow_timber_node9node5_t2', 'C_node5node9_timber_t2', 'M_node5node9_timber_t2', 'C_node5node9_wide_t2', 'M_node5node9_wide_t2', 'U_node5node9_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node17_2', 'variables': ['flow_timber_node5node17_t2', 'flow_timber_node17node5_t2', 'C_node5node17_timber_t2', 'M_node5node17_timber_t2', 'C_node5node17_wide_t2', 'M_node5node17_wide_t2', 'U_node5node17_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node18_2', 'variables': ['flow_timber_node5node18_t2', 'flow_timber_node18node5_t2', 'C_node5node18_timber_t2', 'M_node5node18_timber_t2', 'C_node5node18_wide_t2', 'M_node5node18_wide_t2', 'U_node5node18_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node6node17_2', 'variables': ['flow_timber_node6node17_t2', 'flow_timber_node17node6_t2', 'C_node6node17_timber_t2', 'M_node6node17_timber_t2', 'C_node6node17_wide_t2', 'M_node6node17_wide_t2', 'U_node6node17_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node6node18_2', 'variables': ['flow_timber_node6node18_t2', 'flow_timber_node18node6_t2', 'C_node6node18_timber_t2', 'M_node6node18_timber_t2', 'C_node6node18_wide_t2', 'M_node6node18_wide_t2', 'U_node6node18_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node7node15_2', 'variables': ['flow_timber_node7node15_t2', 'flow_timber_node15node7_t2', 'C_node7node15_timber_t2', 'M_node7node15_timber_t2', 'C_node7node15_wide_t2', 'M_node7node15_wide_t2', 'U_node7node15_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node7node10_2', 'variables': ['flow_timber_node7node10_t2', 'flow_timber_node10node7_t2', 'C_node7node10_timber_t2', 'M_node7node10_timber_t2', 'C_node7node10_wide_t2', 'M_node7node10_wide_t2', 'U_node7node10_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node8node11_2', 'variables': ['flow_timber_node8node11_t2', 'flow_timber_node11node8_t2', 'C_node8node11_timber_t2', 'M_node8node11_timber_t2', 'C_node8node11_wide_t2', 'M_node8node11_wide_t2', 'U_node8node11_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node8node16_2', 'variables': ['flow_timber_node8node16_t2', 'flow_timber_node16node8_t2', 'C_node8node16_timber_t2', 'M_node8node16_timber_t2', 'C_node8node16_wide_t2', 'M_node8node16_wide_t2', 'U_node8node16_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node12_2', 'variables': ['flow_timber_node9node12_t2', 'flow_timber_node12node9_t2', 'C_node9node12_timber_t2', 'M_node9node12_timber_t2', 'C_node9node12_wide_t2', 'M_node9node12_wide_t2', 'U_node9node12_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node14_2', 'variables': ['flow_timber_node9node14_t2', 'flow_timber_node14node9_t2', 'C_node9node14_timber_t2', 'M_node9node14_timber_t2', 'C_node9node14_wide_t2', 'M_node9node14_wide_t2', 'U_node9node14_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node9node17_2', 'variables': ['flow_timber_node9node17_t2', 'flow_timber_node17node9_t2', 'C_node9node17_timber_t2', 'M_node9node17_timber_t2', 'C_node9node17_wide_t2', 'M_node9node17_wide_t2', 'U_node9node17_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node10node11_2', 'variables': ['flow_timber_node10node11_t2', 'flow_timber_node11node10_t2', 'C_node10node11_timber_t2', 'M_node10node11_timber_t2', 'C_node10node11_wide_t2', 'M_node10node11_wide_t2', 'U_node10node11_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node12node13_2', 'variables': ['flow_timber_node12node13_t2', 'flow_timber_node13node12_t2', 'C_node12node13_timber_t2', 'M_node12node13_timber_t2', 'C_node12node13_wide_t2', 'M_node12node13_wide_t2', 'U_node12node13_t2'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node13_3', 'variables': ['flow_timber_node1node13_t3', 'flow_timber_node13node1_t3', 'C_node1node13_timber_t3', 'M_node1node13_timber_t3', 'C_node1node13_wide_t3', 'M_node1node13_wide_t3', 'U_node1node13_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node15_3', 'variables': ['flow_timber_node1node15_t3', 'flow_timber_node15node1_t3', 'C_node1node15_timber_t3', 'M_node1node15_timber_t3', 'C_node1node15_wide_t3', 'M_node1node15_wide_t3', 'U_node1node15_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node1node14_3', 'variables': ['flow_timber_node1node14_t3', 'flow_timber_node14node1_t3', 'C_node1node14_timber_t3', 'M_node1node14_timber_t3', 'C_node1node14_wide_t3', 'M_node1node14_wide_t3', 'U_node1node14_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node5_3', 'variables': ['flow_timber_node2node5_t3', 'flow_timber_node5node2_t3', 'C_node2node5_timber_t3', 'M_node2node5_timber_t3', 'C_node2node5_wide_t3', 'M_node2node5_wide_t3', 'U_node2node5_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node4_3', 'variables': ['flow_timber_node2node4_t3', 'flow_timber_node4node2_t3', 'C_node2node4_timber_t3', 'M_node2node4_timber_t3', 'C_node2node4_wide_t3', 'M_node2node4_wide_t3', 'U_node2node4_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node8_3', 'variables': ['flow_timber_node2node8_t3', 'flow_timber_node8node2_t3', 'C_node2node8_timber_t3', 'M_node2node8_timber_t3', 'C_node2node8_wide_t3', 'M_node2node8_wide_t3', 'U_node2node8_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node2node16_3', 'variables': ['flow_timber_node2node16_t3', 'flow_timber_node16node2_t3', 'C_node2node16_timber_t3', 'M_node2node16_timber_t3', 'C_node2node16_wide_t3', 'M_node2node16_wide_t3', 'U_node2node16_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node7_3', 'variables': ['flow_timber_node3node7_t3', 'flow_timber_node7node3_t3', 'C_node3node7_timber_t3', 'M_node3node7_timber_t3', 'C_node3node7_wide_t3', 'M_node3node7_wide_t3', 'U_node3node7_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node5_3', 'variables': ['flow_timber_node3node5_t3', 'flow_timber_node5node3_t3', 'C_node3node5_timber_t3', 'M_node3node5_timber_t3', 'C_node3node5_wide_t3', 'M_node3node5_wide_t3', 'U_node3node5_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node6_3', 'variables': ['flow_timber_node3node6_t3', 'flow_timber_node6node3_t3', 'C_node3node6_timber_t3', 'M_node3node6_timber_t3', 'C_node3node6_wide_t3', 'M_node3node6_wide_t3', 'U_node3node6_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node9_3', 'variables': ['flow_timber_node3node9_t3', 'flow_timber_node9node3_t3', 'C_node3node9_timber_t3', 'M_node3node9_timber_t3', 'C_node3node9_wide_t3', 'M_node3node9_wide_t3', 'U_node3node9_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node17_3', 'variables': ['flow_timber_node3node17_t3', 'flow_timber_node17node3_t3', 'C_node3node17_timber_t3', 'M_node3node17_timber_t3', 'C_node3node17_wide_t3', 'M_node3node17_wide_t3', 'U_node3node17_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node3node18_3', 'variables': ['flow_timber_node3node18_t3', 'flow_timber_node18node3_t3', 'C_node3node18_timber_t3', 'M_node3node18_timber_t3', 'C_node3node18_wide_t3', 'M_node3node18_wide_t3', 'U_node3node18_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node8_3', 'variables': ['flow_timber_node4node8_t3', 'flow_timber_node8node4_t3', 'C_node4node8_timber_t3', 'M_node4node8_timber_t3', 'C_node4node8_wide_t3', 'M_node4node8_wide_t3', 'U_node4node8_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node4node16_3', 'variables': ['flow_timber_node4node16_t3', 'flow_timber_node16node4_t3', 'C_node4node16_timber_t3', 'M_node4node16_timber_t3', 'C_node4node16_wide_t3', 'M_node4node16_wide_t3', 'U_node4node16_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node6_3', 'variables': ['flow_timber_node5node6_t3', 'flow_timber_node6node5_t3', 'C_node5node6_timber_t3', 'M_node5node6_timber_t3', 'C_node5node6_wide_t3', 'M_node5node6_wide_t3', 'U_node5node6_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node9_3', 'variables': ['flow_timber_node5node9_t3', 'flow_timber_node9node5_t3', 'C_node5node9_timber_t3', 'M_node5node9_timber_t3', 'C_node5node9_wide_t3', 'M_node5node9_wide_t3', 'U_node5node9_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
{'constraint_name': 'Constraint_timberflow_enforcing_road_node5node17_3', 'variables': ['flow_timber_node5node17_t3', 'flow_timber_node17node5_t3', 'C_node5node17_timber_t3', 'M_node5node17_timber_t3', 'C_node5node17_wide_t3', 'M_node5node17_wide_t3', 'U_node5node17_t3'], 'coefficients': [1, 1, -14, -14, -14, -14, -14]}
